"STATISTIC","Statistic Label","TLIST(Q1)","Quarter","C02276V02746","Domestic","C02196V04140","Region of Residence","UNIT","VALUE"
"HTQ16C01","Number of Trips by Irish Residents","20203","2020Q3","01","Domestic","IE06","Eastern and Midland","Thousand","2173"
"HTQ16C01","Number of Trips by Irish Residents","20203","2020Q3","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20203","2020Q3","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20203","2020Q3","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20203","2020Q3","02","Outbound","-","State","Thousand","530"
"HTQ16C01","Number of Trips by Irish Residents","20203","2020Q3","02","Outbound","IE04","Northern and Western","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20203","2020Q3","02","Outbound","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20203","2020Q3","02","Outbound","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20203","2020Q3","02","Outbound","IE05","Southern","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20203","2020Q3","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20203","2020Q3","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20203","2020Q3","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20203","2020Q3","02","Outbound","IE06","Eastern and Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20203","2020Q3","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20203","2020Q3","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20203","2020Q3","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","01","Domestic","-","State","Thousand","1136"
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","01","Domestic","IE04","Northern and Western","Thousand","194"
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","01","Domestic","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","01","Domestic","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","01","Domestic","IE05","Southern","Thousand","422"
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","01","Domestic","IE06","Eastern and Midland","Thousand","520"
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","02","Outbound","-","State","Thousand","200"
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","02","Outbound","IE04","Northern and Western","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","02","Outbound","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","02","Outbound","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","02","Outbound","IE05","Southern","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","02","Outbound","IE06","Eastern and Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20204","2020Q4","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","01","Domestic","-","State","Thousand","278"
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","01","Domestic","IE04","Northern and Western","Thousand","68"
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","01","Domestic","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","01","Domestic","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","01","Domestic","IE05","Southern","Thousand","93"
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","01","Domestic","IE06","Eastern and Midland","Thousand","117"
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","02","Outbound","-","State","Thousand","108"
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","02","Outbound","IE04","Northern and Western","Thousand","6"
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","02","Outbound","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","02","Outbound","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","02","Outbound","IE05","Southern","Thousand","27"
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","02","Outbound","IE06","Eastern and Midland","Thousand","75"
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20211","2021Q1","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","01","Domestic","-","State","Thousand","990"
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","01","Domestic","IE04","Northern and Western","Thousand","262"
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","01","Domestic","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","01","Domestic","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","01","Domestic","IE05","Southern","Thousand","250"
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","01","Domestic","IE06","Eastern and Midland","Thousand","478"
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","02","Outbound","-","State","Thousand","168"
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","02","Outbound","IE04","Northern and Western","Thousand","14"
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","02","Outbound","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","02","Outbound","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","02","Outbound","IE05","Southern","Thousand","60"
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","02","Outbound","IE06","Eastern and Midland","Thousand","94"
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20212","2021Q2","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","01","Domestic","-","State","Thousand","2808"
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","01","Domestic","IE04","Northern and Western","Thousand","444"
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","01","Domestic","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","01","Domestic","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","01","Domestic","IE05","Southern","Thousand","1083"
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","01","Domestic","IE06","Eastern and Midland","Thousand","1282"
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","02","Outbound","-","State","Thousand","907"
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","02","Outbound","IE04","Northern and Western","Thousand","144"
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","02","Outbound","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","02","Outbound","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","02","Outbound","IE05","Southern","Thousand","213"
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","02","Outbound","IE06","Eastern and Midland","Thousand","550"
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20213","2021Q3","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","01","Domestic","-","State","Thousand","1587"
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","01","Domestic","IE04","Northern and Western","Thousand","355"
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","01","Domestic","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","01","Domestic","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","01","Domestic","IE05","Southern","Thousand","529"
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","01","Domestic","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","01","Domestic","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","01","Domestic","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","01","Domestic","IE06","Eastern and Midland","Thousand","703"
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","01","Domestic","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","01","Domestic","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","01","Domestic","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","02","Outbound","-","State","Thousand","1094"
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","02","Outbound","IE04","Northern and Western","Thousand","198"
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","02","Outbound","IE041","Border","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","02","Outbound","IE042","West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","02","Outbound","IE05","Southern","Thousand","240"
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","02","Outbound","IE051","Mid-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","02","Outbound","IE052","South-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","02","Outbound","IE053","South-West","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","02","Outbound","IE06","Eastern and Midland","Thousand","656"
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","02","Outbound","IE061","Dublin","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","02","Outbound","IE062","Mid-East","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20214","2021Q4","02","Outbound","IE063","Midland","Thousand",""
"HTQ16C01","Number of Trips by Irish Residents","20221","2022Q1","01","Domestic","-","State","Thousand","2308"
